,title,text,name,date,stars,color,is_vine_voice,has_images,found_helpful,verified_purchase,keywords,label,full_text_clean,subset
64,Compact and Clear Sound,"great pair of headphones, very comfortable and small in size. Easy to carry for travel/Gym. I like this more than my old headphones.",Sant,2022-04-25,5,,False,False,0,True,great pair|small in size|comfortable and small|Gym|pair of headphones|Easy to carry|carry for travel,1,"Compact and Clear Sound. great pair of headphones, very comfortable and small in size. Easy to carry for travel/Gym. I like this more than my old headphones.",train
362,Excellent for the price point.,They understand the assignment and perform accordingly. I don’t use the phone feature so can’t speak to that. Happy with the purchase.,J. Foley,2023-08-15,5,,False,False,0,True,can’t speak|understand the assignment|assignment and perform|phone feature|Happy|purchase,0,Excellent for the price point.. They understand the assignment and perform accordingly. I don't use the phone feature so can't speak to that. Happy with the purchase.,train
174,AMAZING.,"Verified Purchase
I go to college in Boston, and my campus is about half a mile from where I live so I walk to and from every day and sometimes on weekends for studying. Same for my job; it's right around the corner. Earbuds with wires tend to be too much clutter and tangle easily, so I purchased those primarily for that purpose. And then COVID-19 hit, so now I'm wearing a mask all the time. Wires become even more of a nuisance.
The positive reviews were hyping up the bass of these earbuds, as well as noise cancelling, etc. and I truthfully wasn't expecting any of that to be super good considering the price. I just needed them to walk around the city without wires. But wow!! As soon as I put them in, even without putting music on yet, they were SO noise cancelling. I have a toddler living in my household, and he's in his terrible twos, so I'm constantly hearing screaming. I heard almost nothing!! When I put music on, at 50% volume I could comfortably hear the music with minimal background noise. I also listen to several genres of music (classical, opera, pop, R&B, rock, alternative, some country, etc.), so I tested them out for each. Bass was perfect where there was some, all songs were clear and crisp, and nothing was muffled. Because of this, I also started using them while exercising. I have a running, weight lifting, and yoga regimen and they don't fall out at all. The music is still clear. But like any earbud, your ears get sore a little bit after a while. That's my only complaint though. Battery life is perfect, the case is super durable, and overall very travel friendly. 10/10 recommend!!!",Kenzie,2020-07-01,5,black,False,False,0,True,constantly hearing screaming|minimal background noise|verified purchase|tangle easily|covid-19 hit|positive reviews|super good|toddler living|terrible twos|50% volume|comfortably hear|weight lifting|yoga regimen|battery life|super durable|travel friendly|10/10 recommend|putting music|wires tend|Verified Purchase|college in Boston|noise cancelling|weekends for studying|half a mile|Earbuds|walk|etc.|bass|put music|clear,1,"AMAZING.. Verified Purchase I go to college in Boston, and my campus is about half a mile from where I live so I walk to and from every day and sometimes on weekends for studying. Same for my job; it's right around the corner. Earbuds with wires tend to be too much clutter and tangle easily, so I purchased those primarily for that purpose. And then COVID-19 hit, so now I'm wearing a mask all the time. Wires become even more of a nuisance. The positive reviews were hyping up the bass of these earbuds, as well as noise cancelling, etc. and I truthfully wasn't expecting any of that to be super good considering the price. I just needed them to walk around the city without wires. But wow!! As soon as I put them in, even without putting music on yet, they were SO noise cancelling. I have a toddler living in my household, and he's in his terrible twos, so I'm constantly hearing screaming. I heard almost nothing!! When I put music on, at 50% volume I could comfortably hear the music with minimal background noise. I also listen to several genres of music (classical, opera, pop, R&B, rock, alternative, some country, etc.), so I tested them out for each. Bass was perfect where there was some, all songs were clear and crisp, and nothing was muffled. Because of this, I also started using them while exercising. I have a running, weight lifting, and yoga regimen and they don't fall out at all. The music is still clear. But like any earbud, your ears get sore a little bit after a while. That's my only complaint though. Battery life is perfect, the case is super durable, and overall very travel friendly. 10/10 recommend!!!",train
76,Great value! Easy to control,"I received my BOLOXA A17 Bluetooth Headphones a few days ago and I’ve had the chance to use them in several different situations. Sitting in my office, they are great for work calls - clear sound and easy to control - volume up, volume down, next/previous track, answer, etc. Walking my dog, same story - easy to adjust volumes and mute/unmute. No issues with fit or keeping them in place. This is a particularly good feature when doing anything that involves a little more movement - other buds I have tried tended to move or fall out when I was jogging or working out - these stay in place. No issues with getting them wet from a little sweat either. Charging is super simple in the case and I have found that I get better battery life than I have seen with other buds. So far, I have charged them once and it seems like I will only need to charge about once per week at my normal usage rate. For the price, it would be hard to beat these headphones. I recommend!",GregB,2023-07-06,5,,False,False,0,True,normal usage rate|next/previous track|adjust volumes|good feature|super simple|battery life|received my BOLOXA|Bluetooth Headphones|days ago|easy to control|situations|work calls|clear sound|’ve|chance|place|great for work|easy to adjust,0,"Great value! Easy to control. I received my BOLOXA A17 Bluetooth Headphones a few days ago and I've had the chance to use them in several different situations. Sitting in my office, they are great for work calls - clear sound and easy to control - volume up, volume down, next/previous track, answer, etc. Walking my dog, same story - easy to adjust volumes and mute/unmute. No issues with fit or keeping them in place. This is a particularly good feature when doing anything that involves a little more movement - other buds I have tried tended to move or fall out when I was jogging or working out - these stay in place. No issues with getting them wet from a little sweat either. Charging is super simple in the case and I have found that I get better battery life than I have seen with other buds. So far, I have charged them once and it seems like I will only need to charge about once per week at my normal usage rate. For the price, it would be hard to beat these headphones. I recommend!",train
144,Solid bang for buck!,"Verified Purchase
First, let's look at the price. In a world of ""you get what you pay for,"" these ignore that completely. These could easily sell for a bit more. I bought these on impulse and am not reviewing from an ""audiophile"" standpoint, but from the ""I want music when I hit the treadmill, walk my dog, or go skiing"" standpoint. So far, so good.
I've had these headphones for 3 full days and have put them through some paces. Podcasts, phone calls, music - while exercising, walking my dog, or driving (one ear for phone calls). The earbuds came with a number of different sizes of adapters; I have abnormally large ear canals and they fit awesomely. I can't wear Apple Airpods or the headphones that come with Apple devices as they fall right out.
I have three tiny complaints that I would consider more ""imperfections"" than I would problems:
1. The seal is SO GOOD when they're connected, that even when the music is paused, I can hardly hear my surroundings. I need to take one out to talk to people or to be aware of traffic when I'm out on the street.
2. Despite that seal being great, the ""angle"" of the earbud is tough to determine when they're in my ears. That said, once I get them in, they don't really move.
3. I didn't read the directions, so it's my fault in part that I went to use them and one of the earbuds died on me. Turns out that when I put them in the charging case, I need to pop the button on each of them to charge. Lesson learned, for sure, but it's one of those things that, to me, should just be that it charges when you put it in the case.
Sound quality isn't bad! I was nervous when the ""pairing"" dialogue wasn't in time, but the music and spoken word worked marvelously. I listened to songs that had heavy panning and each ear delivered sound in a percieveably well-balanced manner. The standard EQ isn't too bass-heavy.
tl;dr: Great headphones for the money. The only problems aren't really problems.",MnL2009,2020-02-18,5,black,False,False,0,True,percieveably well-balanced manner|wear apple airpods|ear delivered sound|apple devices|sound quality|verified purchase|easily sell|3 full days|fit awesomely|tiny complaints|lesson learned|heavy panning|standard eq|earbuds died|charging case|great headphones|Verified Purchase|music|phone calls|wear Apple Airpods|put|problems|standpoint|good|dog|Great headphones,1,"Solid bang for buck! Verified Purchase First, let's look at the price. In a world of ""you get what you pay for,"" these ignore that completely. These could easily sell for a bit more. I bought these on impulse and am not reviewing from an ""audiophile"" standpoint, but from the ""I want music when I hit the treadmill, walk my dog, or go skiing"" standpoint. So far, so good. I've had these headphones for 3 full days and have put them through some paces. Podcasts, phone calls, music - while exercising, walking my dog, or driving (one ear for phone calls). The earbuds came with a number of different sizes of adapters; I have abnormally large ear canals and they fit awesomely. I can't wear Apple Airpods or the headphones that come with Apple devices as they fall right out. I have three tiny complaints that I would consider more ""imperfections"" than I would problems: 1. The seal is SO GOOD when they're connected, that even when the music is paused, I can hardly hear my surroundings. I need to take one out to talk to people or to be aware of traffic when I'm out on the street. 2. Despite that seal being great, the ""angle"" of the earbud is tough to determine when they're in my ears. That said, once I get them in, they don't really move. 3. I didn't read the directions, so it's my fault in part that I went to use them and one of the earbuds died on me. Turns out that when I put them in the charging case, I need to pop the button on each of them to charge. Lesson learned, for sure, but it's one of those things that, to me, should just be that it charges when you put it in the case. Sound quality isn't bad! I was nervous when the ""pairing"" dialogue wasn't in time, but the music and spoken word worked marvelously. I listened to songs that had heavy panning and each ear delivered sound in a percieveably well-balanced manner. The standard EQ isn't too bass-heavy. tl;dr: Great headphones for the money. The only problems aren't really problems.",train
98,Surprisingly good.,"When I first put these on, I was pleasantly surprised by the noise cancellation and how it cancels out the underwater sound and feeling that you can get with over the ear headphones. The sound quality is also surprisingly good. Of course, these in no way compete with the more expensive models from Bose or Sony. But there's good value for money here. A final disappointment is that they use micro USB..",Nathan Gehlert,2022-05-15,4,,False,True,1,True,expensive models|final disappointment|micro usb|ear headphones|pleasantly surprised|noise cancellation|underwater sound|Bose or Sony|sound and feeling|sound quality|put|cancels|models from Bose|surprisingly good,1,"Surprisingly good.. When I first put these on, I was pleasantly surprised by the noise cancellation and how it cancels out the underwater sound and feeling that you can get with over the ear headphones. The sound quality is also surprisingly good. Of course, these in no way compete with the more expensive models from Bose or Sony. But there's good value for money here. A final disappointment is that they use micro USB..",train
369,Great Product,This is one of the best pairs of headphones I’ve gotten,Rue_Erratum,2023-08-15,5,,False,False,0,True,headphones i’ve|pairs of headphones|headphones I ’ve,0,Great Product. This is one of the best pairs of headphones I've gotten,train
368,Good buy,Very useful and portable and I can hear very well one of the best headphones I have used.,Lisbia,2023-08-10,5,,False,False,0,True,portable|hear|headphones,0,Good buy. Very useful and portable and I can hear very well one of the best headphones I have used.,train
297,Great sound,These headphones are easy to use. My 10 year old loves the over the ear phones and was able connect them the first time. I would def buy again. Love that they came with a cord to attach to a device if needed.,Crook's,2023-08-16,5,,False,False,0,True,headphones are easy|ear phones|time|device if needed|year old loves|connect|def buy|Love|cord to attach,0,Great sound. These headphones are easy to use. My 10 year old loves the over the ear phones and was able connect them the first time. I would def buy again. Love that they came with a cord to attach to a device if needed.,train
237,great.,i like how long they last. great for school.,monie,2023-09-07,5,white,False,True,0,True,great for school|long,0,great.. i like how long they last. great for school.,train
380,Works well,I like the sound quality and it works well for me in my communal office. Easy to use and connected to my desktop with ease. Quality for the price.,D L Bertrand,2023-06-15,5,green,False,False,1,True,communal office|sound quality|works|desktop with ease|Easy|price|connected,1,Works well. I like the sound quality and it works well for me in my communal office. Easy to use and connected to my desktop with ease. Quality for the price.,test
29,Very Pleasantly Surprised,"Been trying out many, many different sports-oriented wireless earbuds over the past two years (occiam, apekx, okeefe, Tozo, etc., you name it). Over numerous disappointments and many frustrating experiences, took a flyer on this relatively new product and I’m very glad I did. Across all the ones I’ve tried in this price range, this one by far is the best. A few highlights below:
1) Sound quality is up there even against mainstream brand products that that boast noise-canceling features such as Beats and Skull Candy (by the way, way overrated). Music is crisp, podcasts are clear and it responds quite well when I was toying around with equalizer apps on my phone. No issues with phone calls even in crowded public spaces.
2) Connection is easy and reliable. Unlike my experience with Tozo and a few others, these don’t randomly disconnects or goes to “Pause”. It also offers a very decent range – I can easily walk from my desk down the hallway to the other side and very rarely do I lose connection.
3) Battery life is quite amazing. Instead of having to charge every other night before going to bed, these can easily last me almost and entire week just using the case to charge during showers and meetings. I pretty much wear them all the time – during my commute, at work, in gyms, out running errands, etc.
4) The earpieces are very comfortable to wear all day, and unlike a few others do not fall off. I also very much appreciate the big, round buttons controls on the side. They are easy to reach / find, do not require much effort to press, and most importantly not based on touch sensors where I can accidentally drop a call or stop a track when I’m just making slight adjustments or taking one side off.
5) This is one of the very few models that come with wireless charging, and it works quite well. No need to frequently adjust the positioning to make it work.
The only improvement I wish for is a slight tweak in design so the battery / charging display is on the outside of the case. Other than that, I’m extremely satisfied and do plan on gifting this true gem to friends and family this Christmas season.
One last note…for these type of everyday use earbuds, anything IPX 5 / IPX 6 or above is more than adequate (and this is IPX 7). Paying more for IPX 8 is total overkill and not worth the extra costs.",Jason Yu,2023-06-23,5,,False,False,0,True,boast noise-canceling features|crowded public spaces|don’t randomly disconnects|round buttons controls|reach / find|making slight adjustments|i’m extremely satisfied|wireless charging|slight tweak|price range|sound quality|skull candy|equalizer apps|decent range|battery life|entire week|running errands|touch sensors|accidentally drop|frequently adjust|true gem|christmas season|total overkill|extra costs|phone calls|easily walk|lose connection|past two years|sports-oriented wireless earbuds|IPX|Skull Candy|Beats and Skull|occiam|apekx|okeefe|etc.|Tozo|side|Sound quality|numerous disappointments|mainstream brand products|Connection|frustrating experiences,0,"Very Pleasantly Surprised. Been trying out many, many different sports-oriented wireless earbuds over the past two years (occiam, apekx, okeefe, Tozo, etc., you name it). Over numerous disappointments and many frustrating experiences, took a flyer on this relatively new product and I'm very glad I did. Across all the ones I've tried in this price range, this one by far is the best. A few highlights below: 1) Sound quality is up there even against mainstream brand products that that boast noise-canceling features such as Beats and Skull Candy (by the way, way overrated). Music is crisp, podcasts are clear and it responds quite well when I was toying around with equalizer apps on my phone. No issues with phone calls even in crowded public spaces. 2) Connection is easy and reliable. Unlike my experience with Tozo and a few others, these don't randomly disconnects or goes to ""Pause"". It also offers a very decent range – I can easily walk from my desk down the hallway to the other side and very rarely do I lose connection. 3) Battery life is quite amazing. Instead of having to charge every other night before going to bed, these can easily last me almost and entire week just using the case to charge during showers and meetings. I pretty much wear them all the time – during my commute, at work, in gyms, out running errands, etc. 4) The earpieces are very comfortable to wear all day, and unlike a few others do not fall off. I also very much appreciate the big, round buttons controls on the side. They are easy to reach / find, do not require much effort to press, and most importantly not based on touch sensors where I can accidentally drop a call or stop a track when I'm just making slight adjustments or taking one side off. 5) This is one of the very few models that come with wireless charging, and it works quite well. No need to frequently adjust the positioning to make it work. The only improvement I wish for is a slight tweak in design so the battery / charging display is on the outside of the case. Other than that, I'm extremely satisfied and do plan on gifting this true gem to friends and family this Christmas season. One last note…for these type of everyday use earbuds, anything IPX 5 / IPX 6 or above is more than adequate (and this is IPX 7). Paying more for IPX 8 is total overkill and not worth the extra costs.",test
8,Wow great for the price!,"Excellent sound, bass, easy to use and lightweight. Don’t need no $300 headphones. Fantastic headphones.",E.,2022-05-18,5,,False,False,0,True,excellent sound|$300 headphones|fantastic headphones|Excellent sound|bass|easy|lightweight|Fantastic headphones|n’t,1,"Wow great for the price! Excellent sound, bass, easy to use and lightweight. Don't need no $300 headphones. Fantastic headphones.",train
334,Great sound and so easy to use,"Great sound & is so comfortable, why didn’t I get one of these earlier?",Tim P Zetterwall,2023-07-31,5,,False,False,0,True,great sound|Great sound|comfortable|earlier|n’t,0,"Great sound and so easy to use. Great sound & is so comfortable, why didn't I get one of these earlier?",train
296,Decent while they lasted,"Verified Purchase
These were absolutely awesome for the time that I did have them. I used them daily, and they connect immediately and maintain a good connection even on long bike rides where power lines can sometimes cause issues. I made the mistake of getting into my pool with these on, and one of them just quit working. I got careless, thinking because they handled sweat so well, they'd handle a quick dunk. Nope.",Lori,2020-07-05,4,black,False,False,0,True,verified purchase|handled sweat|Verified Purchase|absolutely awesome|long bike rides|connect immediately|immediately and maintain|maintain a good|good connection|rides where power|power lines|quit working|quick dunk|Nope|time|daily,1,"Decent while they lasted. Verified Purchase These were absolutely awesome for the time that I did have them. I used them daily, and they connect immediately and maintain a good connection even on long bike rides where power lines can sometimes cause issues. I made the mistake of getting into my pool with these on, and one of them just quit working. I got careless, thinking because they handled sweat so well, they'd handle a quick dunk. Nope.",test
310,What they will and won't do,"Will they block outside noise completely? No but they do a great job of muffling outside noises to the point it doesn't distract you from what you're listening to.
They will get sweaty if you choose to workout in them but for that purpose, they're comfortable and lightweight.
The latest Skullcandy headphones they are not BUT that's not what you're paying for anyway.
At $17, these are worth their money and you get solid quality without the price tag.",Kate,2023-07-18,5,,False,False,0,True,latest skullcandy headphones|solid quality|noise completely|block outside noise|muffling outside noises|latest Skullcandy headphones|great job|job of muffling|comfortable and lightweight|choose to workout|price tag|point,0,"What they will and won't do. Will they block outside noise completely? No but they do a great job of muffling outside noises to the point it doesn't distract you from what you're listening to. They will get sweaty if you choose to workout in them but for that purpose, they're comfortable and lightweight. The latest Skullcandy headphones they are not BUT that's not what you're paying for anyway. At $17, these are worth their money and you get solid quality without the price tag.",train
382,GOOD SOUND - GOOD COVERAGE - COMFORTABLE - LONG PLAYING,"These WILLMOOD Bluetooth over the ear headphones are a well designed, well made product.
They paired quickly with my computer with Windows 10 Pro operating system. They also paired quickly with my wireless phone, Android system.
The next important feature that I checked was the sound quality. How will your favorite music sound?
They have a very smooth response range, and they have mode button that will allow you to make subtle changes jin the response curve in accordance with your personal liking,. They have a full sound with full bassl, and if you should desire more base simply hit the mode button for a boost.
I listened to a few of my favorites. Some Berlioz, 'Willy', and Bon Jovi.
From that test I am well satisfied that these headphones could put sound in my ears all day without causing listening fatigue, or discomfort from wearing them for long hours at a time.
They are as the details say, lightweight and comfortable. They conform to your ears.
The fold away feature is really nice for travel or storage.
Again, well designed and very simple functionality.
These are described as headphones and that is their primary purpose but if you need to take a call or instigate a call they do have a microphone function. Not great sounding, not suitable for a podcast but plenty good for phone calls. That is an added bonus to the versatility of this wireless set.
advertised or described as a headset then of course the quality of voice reproduction then it would be fair game for a slight negative rating, but as it is, this is a plus, a bonus feature.
I could not find any location within my apartment where there was a music dropout. Not even when I put my head and headphones were far into the refrigerator with the door acting as a metal shield between myself and my computer. Great Bluetooth coverage.
This is an excellent performer both for sound and battery life.
I have had them playing for over thirty five hours and have noticed no change in quality of sound or coverage. I don't doubt that seventy hours from a full charge is a realistic claim.
I am listening to a performance of ""Harold In Italy"" where the Pilgrims March has just begun.
In my opinion this is a super value for those wanting to be untethered from a computer desk, and to experience the freedom of wirless music listenihng and commlunications.
Modest price, major performance, equals a very fine value.
True to their description.
I am rating these WILLMOOD Bluetooth headphones five big stars. I cannot feature for the low price anyone experiencing disappointment with this item.",Dan Wolff,2023-06-23,5,,True,False,2,False,base simply hit|wirless music listenihng|smooth response range|causing listening fatigue|slight negative rating|favorite music sound|great bluetooth coverage|willmood bluetooth headphones|music dropout|response curve|great sounding|wireless phone|android system|make subtle|personal liking|full bassl|bon jovi|simple functionality|primary purpose|microphone function|plenty good|phone calls|added bonus|wireless set|voice reproduction|fair game|door acting|metal shield|excellent performer|battery life|full charge|realistic claim|pilgrims march|modest price|big stars|low price|experiencing disappointment|full sound|long hours|seventy hours|ear headphones|important feature|bonus feature|major performance|put sound|computer desk|sound quality|made product|Pro operating system|paired quickly|WILLMOOD Bluetooth headphones|Android system|mode button,0,"GOOD SOUND - GOOD COVERAGE - COMFORTABLE - LONG PLAYING. These WILLMOOD Bluetooth over the ear headphones are a well designed, well made product. They paired quickly with my computer with Windows 10 Pro operating system. They also paired quickly with my wireless phone, Android system. The next important feature that I checked was the sound quality. How will your favorite music sound? They have a very smooth response range, and they have mode button that will allow you to make subtle changes jin the response curve in accordance with your personal liking,. They have a full sound with full bassl, and if you should desire more base simply hit the mode button for a boost. I listened to a few of my favorites. Some Berlioz, 'Willy', and Bon Jovi. From that test I am well satisfied that these headphones could put sound in my ears all day without causing listening fatigue, or discomfort from wearing them for long hours at a time. They are as the details say, lightweight and comfortable. They conform to your ears. The fold away feature is really nice for travel or storage. Again, well designed and very simple functionality. These are described as headphones and that is their primary purpose but if you need to take a call or instigate a call they do have a microphone function. Not great sounding, not suitable for a podcast but plenty good for phone calls. That is an added bonus to the versatility of this wireless set. advertised or described as a headset then of course the quality of voice reproduction then it would be fair game for a slight negative rating, but as it is, this is a plus, a bonus feature. I could not find any location within my apartment where there was a music dropout. Not even when I put my head and headphones were far into the refrigerator with the door acting as a metal shield between myself and my computer. Great Bluetooth coverage. This is an excellent performer both for sound and battery life. I have had them playing for over thirty five hours and have noticed no change in quality of sound or coverage. I don't doubt that seventy hours from a full charge is a realistic claim. I am listening to a performance of ""Harold In Italy"" where the Pilgrims March has just begun. In my opinion this is a super value for those wanting to be untethered from a computer desk, and to experience the freedom of wirless music listenihng and commlunications. Modest price, major performance, equals a very fine value. True to their description. I am rating these WILLMOOD Bluetooth headphones five big stars. I cannot feature for the low price anyone experiencing disappointment with this item.",test
222,One earbud won't hold a charge,"Verified Purchase
Update:
After seeing my review, Beben offered to send a replacement, which arrived quickly. The product looked the same. I wanted to give them a fair evaluation so I charged them over night. Then I didn't have a chance to use them for several days, mostly because I was not home. Beben emailed me on June 28th and 30th, and July 2nd, 6th, and 8th to request that I remove my review. That doesn't seem right. But an update seems fair.
The earbuds and charger look good. They're fairly comfortable even for small ears, and came with several rubbery earbud covers to fit well. They also have a convenient charger cable to connect to my laptop or USB wall outlet charger. Nice case. Arrived in good condition. Holds a charge for at least two hours. Pairs and connects well and stays connected, until I walk about 20' away from the paired device, when the sound cuts in and out, but didn't disconnect even when I walked from the back bedroom to the kitchen. Overall, I'm satisfied with the product and the price.
Original Review:
Everything works except one earbud won't hold a charge. Beben suggested trying a different cable and port, which is nonsensical, but I did it. I also tried switching them in the charging case, which didn't help. The earbud is defective. Here's what they look like after charging for 24 hours, again.
Looks good. Fairly comfortable even for small ears. Nice case. Arrived in otherwise good condition.
I saw other reviews/questions regarding earbuds not charging. Took a chance on them. Disappointed in the product and customer service, and wouldn't recommend.",MagicGeekDust,2020-06-08,4,black,False,True,4,True,verified purchase update|rubbery earbud covers|convenient charger cable|beben offered|beben emailed|june 28th|july 2nd|fairly comfortable|nice case|stays connected|paired device|sound cuts|back bedroom|beben suggested|customer service|fair evaluation|arrived quickly|product looked|original review|charging case|Verified Purchase|Nice case|good condition|small ears|Beben offered|Update,1,"One earbud won't hold a charge. Verified Purchase Update: After seeing my review, Beben offered to send a replacement, which arrived quickly. The product looked the same. I wanted to give them a fair evaluation so I charged them over night. Then I didn't have a chance to use them for several days, mostly because I was not home. Beben emailed me on June 28th and 30th, and July 2nd, 6th, and 8th to request that I remove my review. That doesn't seem right. But an update seems fair. The earbuds and charger look good. They're fairly comfortable even for small ears, and came with several rubbery earbud covers to fit well. They also have a convenient charger cable to connect to my laptop or USB wall outlet charger. Nice case. Arrived in good condition. Holds a charge for at least two hours. Pairs and connects well and stays connected, until I walk about 20' away from the paired device, when the sound cuts in and out, but didn't disconnect even when I walked from the back bedroom to the kitchen. Overall, I'm satisfied with the product and the price. Original Review: Everything works except one earbud won't hold a charge. Beben suggested trying a different cable and port, which is nonsensical, but I did it. I also tried switching them in the charging case, which didn't help. The earbud is defective. Here's what they look like after charging for 24 hours, again. Looks good. Fairly comfortable even for small ears. Nice case. Arrived in otherwise good condition. I saw other reviews/questions regarding earbuds not charging. Took a chance on them. Disappointed in the product and customer service, and wouldn't recommend.",train
229,"Great sound quality, battery life, and decent noise cancellation, but very glitchy connection","Verified Purchase
For the price these are pretty nice. Good build quality, suprisingly good sound, and satisfying battery life. The buds themselves fit comfortably in the ear and do not fall out during strenuous activity. But for some reason the connection to my phone breaks up randomly and repeatedly during use, especially when my phone is in my pocket but pretty much any time. Very irritating. Also, the right bud does not sync with the left Bud's volume and is quieter half of the time, and the touch controls occasionally don't work when double tapping.
UPDATE: The company contacted me personally after seeing my review. They explained it was a defective pair of buds and offered to either refund me or send me a new pair for free. Very kind and considerate customer service. I accepted the new pair. They work near perfectly. Same pros as with the first pair, but I do still experience some interference while doing hard work, in construction. 95% of the time they work perfect and I can only assume the glitches are a product of busy surroundings, there are many things to interfere with the connection. In all other cases they work as they should and meet my expectations well.",Noah Knauss,2020-03-11,4,black,False,False,3,True,good build quality|left bud's volume|touch controls occasionally|considerate customer service|verified purchase|fit comfortably|strenuous activity|quieter half|double tapping|company contacted|busy surroundings|phone breaks|hard work|work perfect|defective pair|Verified Purchase|time|suprisingly good sound|Good build quality|buds|pretty nice|satisfying battery life|connection,1,"Great sound quality, battery life, and decent noise cancellation, but very glitchy connection. Verified Purchase For the price these are pretty nice. Good build quality, suprisingly good sound, and satisfying battery life. The buds themselves fit comfortably in the ear and do not fall out during strenuous activity. But for some reason the connection to my phone breaks up randomly and repeatedly during use, especially when my phone is in my pocket but pretty much any time. Very irritating. Also, the right bud does not sync with the left Bud's volume and is quieter half of the time, and the touch controls occasionally don't work when double tapping. UPDATE: The company contacted me personally after seeing my review. They explained it was a defective pair of buds and offered to either refund me or send me a new pair for free. Very kind and considerate customer service. I accepted the new pair. They work near perfectly. Same pros as with the first pair, but I do still experience some interference while doing hard work, in construction. 95% of the time they work perfect and I can only assume the glitches are a product of busy surroundings, there are many things to interfere with the connection. In all other cases they work as they should and meet my expectations well.",train
327,I love the voice,"-BrownVerified Purchase
These are great just get em",Ashley Moran,2023-09-02,5,black,False,False,0,True,-brownverified purchase|BrownVerified Purchase|great,1,I love the voice. -BrownVerified Purchase These are great just get em,train
54,Looks and sounds good,"These earbuds are truly impressive and I have used quite a few. The design in black is sleek and modern, making them quite the stylish accessory. What's particularly good is their ability to stay securely in place during sports activities or while commuting on a bus or bike – a practical feature for us on-the-go folks.
The sound quality is quite exceptional, thanks in part to the ear tips that effectively block out ambient noise, elevating the overall music experience. The design choice to offer extra support behind the ears results in a slightly larger case, which is easily forgiven once you realize it supports wireless charging. Charging convenience is always a plus, right?
In conclusion, I can confidently recommend these earbuds. If you're a fellow enthusiast of running or active lifestyles, these earbuds could be your perfect companions. They strike a fine balance between style, functionality, and great sound.
christopher daugherty
5.0 out of 5 stars Great for the Gym
Reviewed in the United States on August 9, 2023
These earbuds are great for working out. I weight lift and had trouble with AirPods falling out several times. The over the rad attachment was too expensive to make sense for me to buy after spending so much on the AirPods themselves. These earbuds are great quality for the money and exactly what I needed for the gym.
AirPods are basically the same but for ten times the price. These are much more affordable and practical for my budget. I do not need the most expensive, most popular earbuds when I am going to use them at the gym and get them sweaty and gross. This brand is reliable and makes good value products for the money. I will definitely buy their earbuds in the future. Buying products like this on Amazon is much more affordable than buying products from electronic stores or the mall. Will definitely buy from seller again.",Caio,2023-08-16,5,,False,False,0,True,offer extra support|slightly larger case|supports wireless charging|charging convenience|stay securely|sports activities|on-the-go folks|sound quality|ear tips|effectively block|ambient noise|music experience|ears results|easily forgiven|confidently recommend|fellow enthusiast|active lifestyles|perfect companions|fine balance|christopher daugherty 5|united states|weight lift|rad attachment|make sense|electronic stores|5 stars great|buying products|practical feature|design choice|ten times|makes good|gym reviewed|airpods falling|popular earbuds|Gym|AirPods|impressive|States on August|earbuds are great|United States|sleek and modern|stylish accessory|black is sleek|great sound|Buying products|great quality,0,"Looks and sounds good. These earbuds are truly impressive and I have used quite a few. The design in black is sleek and modern, making them quite the stylish accessory. What's particularly good is their ability to stay securely in place during sports activities or while commuting on a bus or bike – a practical feature for us on-the-go folks. The sound quality is quite exceptional, thanks in part to the ear tips that effectively block out ambient noise, elevating the overall music experience. The design choice to offer extra support behind the ears results in a slightly larger case, which is easily forgiven once you realize it supports wireless charging. Charging convenience is always a plus, right? In conclusion, I can confidently recommend these earbuds. If you're a fellow enthusiast of running or active lifestyles, these earbuds could be your perfect companions. They strike a fine balance between style, functionality, and great sound. christopher daugherty 5.0 out of 5 stars Great for the Gym Reviewed in the United States on August 9, 2023 These earbuds are great for working out. I weight lift and had trouble with AirPods falling out several times. The over the rad attachment was too expensive to make sense for me to buy after spending so much on the AirPods themselves. These earbuds are great quality for the money and exactly what I needed for the gym. AirPods are basically the same but for ten times the price. These are much more affordable and practical for my budget. I do not need the most expensive, most popular earbuds when I am going to use them at the gym and get them sweaty and gross. This brand is reliable and makes good value products for the money. I will definitely buy their earbuds in the future. Buying products like this on Amazon is much more affordable than buying products from electronic stores or the mall. Will definitely buy from seller again.",train
12,Amazing quality and features!,"Verified Purchase
I broke my previous blootooth headphones. These had good ratings, eventhough the price was quite low.
They are comfortable to wear, block out regular room noise, pair easily, have good bass response, and exceptional battery life. Then when you turn on the active noise reduction it is like you are suddenly in a sound proof room. Great for travel. A very pleasent surprise all the way around.",Timothy G. Renshaw,2023-09-04,5,black,False,False,2,True,regular room noise|exceptional battery life|active noise reduction|sound proof room|good bass response|verified purchase|pleasent surprise|Verified Purchase|previous blootooth headphones|broke my previous|pair easily|eventhough the price|good ratings|low,1,"Amazing quality and features! Verified Purchase I broke my previous blootooth headphones. These had good ratings, eventhough the price was quite low. They are comfortable to wear, block out regular room noise, pair easily, have good bass response, and exceptional battery life. Then when you turn on the active noise reduction it is like you are suddenly in a sound proof room. Great for travel. A very pleasent surprise all the way around.",test
